,temperature,pressure,state,D,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,success
0,280.15,101000.0,L,1.426e-09,58147.17753532929,-120.38456331850712,-59.524708383823345,-7.1591768605539325 m^-2 kg^-1 s^2 mol K,-3.0214126561751664 m^-2 kg^-1 s^2 mol K,-41828.306437354426,-44155.86616816127,-27480.019114433166,-25152.459383626316,1.7197739295125994e-05,-0.13329870779740022,-59.52340438820062,-59.39010568040322,-41784.932528657104,-44108.611388778496,58145.8799887874,1.719812306895752e-05,0.43922117236346214,2.276757276109825,-2.2767400779867564,-2.5937010832421947e-06,2.8369914489515376e-05,4.0995647910298176e-05,1.1973055054068985e-05,1.4450395303605468,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
1,285.15,101000.0,L,1.6750000000000001e-09,57895.919844028016,-119.49490094275296,-58.77777232119414,-7.069341101235177 m^-2 kg^-1 s^2 mol K,-2.983498953878141 m^-2 kg^-1 s^2 mol K,-41607.022152661644,-43976.14665842018,-27215.66488103167,-24846.540375273136,1.7272374334737344e-05,-0.15592210787320396,-58.77647166011337,-58.62054955224017,-41555.29491724318,-43919.316483259296,57894.60389491102,1.7272766937229202e-05,0.6018459923377933,1.6615546381153568,-1.6615373653484196,6.648551789112389e-07,2.886530848746985e-05,4.135986657849234e-05,1.2182127929955034e-05,1.4328572513419096,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
2,290.15,101000.0,L,1.97e-09,57645.70432796069,-118.62022067080956,-58.04609591359732,-6.9813406565643055 m^-2 kg^-1 s^2 mol K,-2.9463598158939117 m^-2 kg^-1 s^2 mol K,-41386.210507894684,-43796.899754567974,-26954.82502523771,-24544.13577856442,1.734734637486173e-05,-0.18105012165579137,-58.04479928581221,-57.86374916415642,-41324.97270595629,-43729.13221255971,57644.37114479586,1.7347747579518525e-05,0.8146076184449648,1.2275848854801257,-1.2275675377325461,1.5455748325621244e-07,2.935785179452269e-05,4.17209057811098e-05,1.238999771870735e-05,1.4211157571445228,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
3,300.15,101000.0,L,2.5700000000000004e-09,57147.599310204605,-116.91287213457579,-56.62566488869696,-6.8105020720237865 m^-2 kg^-1 s^2 mol K,-2.874260205624773 m^-2 kg^-1 s^2 mol K,-40945.73473559449,-43439.553337102174,-26443.360020759785,-23949.541419252102,1.7498547831762275e-05,-0.2391764708961097,-56.624380543371636,-56.385204072475524,-40861.65532439521,-43345.38411017476,57146.23760891259,1.7498964793511427e-05,1.4421423769941386,0.6934128113510559,-0.6933953123862624,1.1220572559977882e-07,3.0334219465511737e-05,4.243376969828803e-05,1.2802057609902485e-05,1.3988746190266337,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
4,275.2,10000000.0,,1.18e-09,58522.35942533639,-121.42689113586464,-60.40818429458859,-7.265434588965186 m^-2 kg^-1 s^2 mol K,-3.0662569799978 m^-2 kg^-1 s^2 mol K,-42087.91431315784,-44205.17956522382,-27580.847247353042,-25463.581995287062,1.7087486044984453e-05,-0.11326392218566292,-60.278650130070744,-60.16538620788508,-42011.75275726945,-44295.31190462935,58395.87407679379,1.712449750619273e-05,0.317454611766131,3.1500566157681167,-3.1500394912706104,3.0333621907630004e-06,2.7876745824259254e-05,4.063185555617214e-05,1.176492134318891e-05,1.4575537551019668,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
5,275.2,30000000.0,,1.2e-09,58769.41868331125,-121.71634538615173,-60.66261191238724,-7.29603519774574 m^-2 kg^-1 s^2 mol K,-3.0791714628297098 m^-2 kg^-1 s^2 mol K,-42166.140192410974,-43943.81073296011,-27249.459934671144,-25471.789394122006,1.701565239888905e-05,-0.11326392218566292,-60.278650130070744,-60.16538620788508,-42011.75275726945,-44295.31190462935,58395.87407679379,1.712449750619273e-05,0.317454611766131,3.1500566157681167,-3.1500394912706104,3.0333621907630004e-06,2.7876745824259254e-05,4.063185555617214e-05,1.176492134318891e-05,1.4575537551019668,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
6,275.2,50000000.0,,1.2e-09,59009.05390201189,-121.99876925835055,-60.91120208351117,-7.32593372306729 m^-2 kg^-1 s^2 mol K,-3.091789642903629 m^-2 kg^-1 s^2 mol K,-42241.1036002131,-43681.916113085834,-26919.153299703557,-25478.34078683082,1.6946551992861308e-05,-0.11326392218566292,-60.278650130070744,-60.16538620788508,-42011.75275726945,-44295.31190462935,58395.87407679379,1.712449750619273e-05,0.317454611766131,3.1500566157681167,-3.1500394912706104,3.0333621907630004e-06,2.7876745824259254e-05,4.063185555617214e-05,1.176492134318891e-05,1.4575537551019668,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
7,275.2,70000000.0,,1.18e-09,59241.787133387545,-122.27465682775915,-61.15436169540438,-7.355179102240961 m^-2 kg^-1 s^2 mol K,-3.1041321734055414 m^-2 kg^-1 s^2 mol K,-42313.03740400667,-43419.579131544815,-26589.89879296953,-25483.357065431384,1.6879976928252035e-05,-0.11326392218566292,-60.278650130070744,-60.16538620788508,-42011.75275726945,-44295.31190462935,58395.87407679379,1.712449750619273e-05,0.317454611766131,3.1500566157681167,-3.1500394912706104,3.0333621907630004e-06,2.7876745824259254e-05,4.063185555617214e-05,1.176492134318891e-05,1.4575537551019668,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
8,275.2,90000000.0,,1.17e-09,59468.084031942635,-122.54444938294031,-61.39245445402546,-7.383815079038937 m^-2 kg^-1 s^2 mol K,-3.116217515673877 m^-2 kg^-1 s^2 mol K,-42382.14933565044,-43156.87260508013,-26261.66913933232,-25486.945869902633,1.681574270095638e-05,-0.11326392218566292,-60.278650130070744,-60.16538620788508,-42011.75275726945,-44295.31190462935,58395.87407679379,1.712449750619273e-05,0.317454611766131,3.1500566157681167,-3.1500394912706104,3.0333621907630004e-06,2.7876745824259254e-05,4.063185555617214e-05,1.176492134318891e-05,1.4575537551019668,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
9,275.2,110000000.0,,1.1600000000000001e-09,59688.36192943999,-122.80854292647204,-61.62580699288993,-7.411880938443367 m^-2 kg^-1 s^2 mol K,-3.128062249288184 m^-2 kg^-1 s^2 mol K,-42448.625584858,-42893.86037304884,-25934.438288605543,-25489.203500414693,1.6753684766590514e-05,-0.11326392218566292,-60.278650130070744,-60.16538620788508,-42011.75275726945,-44295.31190462935,58395.87407679379,1.712449750619273e-05,0.317454611766131,3.1500566157681167,-3.1500394912706104,3.0333621907630004e-06,2.7876745824259254e-05,4.063185555617214e-05,1.176492134318891e-05,1.4575537551019668,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
